latitude,latitude,state,word,street,digit,sentence
-43.94563,15.75429,NE,cokiw,Wukkil Road,92,Ca savca eddocupi gu povazol cakful obozup lainaza iruewse mimuv zigol jukdici evo paehi.
84.19369,88.37803,CA,porvivat,Tantih Street,76,Rot ha bogwil puv uvoba gib serukceg hakijjif zuzbik tap hej gamri vit vi nol uguhutek fiuvi.
-48.14554,-37.30045,IL,afgifrec,Fisfuw Manor,08,Rehfa topuge oj lekov ilatfi dobe zunuobe ecaesno kollur tehfep uraiti tusopwur batju icwi darasini.
69.88159,3.0976,NY,jopas,Anepor Terrace,35,Sarigu rip ruvitu sujjivbul kazwo ri duhhu etu luj duw teowra ura colav gihig ofibomuj.
-75.96032,8.43251,OK,tizeit,Idjo Ridge,08,Rog ivted nihca wev sipki puh usukob tufwagruf zazi guvezero fo ce bi loraj bamav soopife.
-9.53185,-60.58217,WA,jitdafgu,Gontu Way,68,Ku ol fezuhvi ohgoc vesdoc pabalhow zuvu ozlirup zute rowavoj zeik abke.
-53.46826,-65.13031,AL,ba,Jeneko Boulevard,44,Luwfidun ho dewjopmu elog ev ocilew mi ji rofrah bo mobin da tu iniup bociloefe.
39.01936,12.64322,PA,fo,Vesjac Loop,86,Voc pum cuhroldav dopodiuv uwji niwjij pimarba ozedme vaj lu titsom me fiw eke.
28.79979,12.41768,NE,jot,Aholi Way,36,Mafi jag ude mimvihsej zabwiep kaug saknonisi betcon je ewa gujkoapi ate ezo de za.
-1.88879,-35.28136,IA,koma,Lewac Mill,73,Javaka lekvethap bowoc ejwelew wo ol widirsi ga rirlazpa poiwle gizde moibzit.
36.32702,31.9399,NH,ucopoiju,Kuljos Extension,69,Vodusce becedo ve tutcif laj himbaiw hed zikmapu acleasa sotu bokzooba mo ge ohu juzon fi.
-24.65202,-10.10656,KY,jemco,Jizheg Manor,25,Jivaf ipocvi ev bozda giza dam taci etawimfaj awulo tuof citgij otdibe ewan awukol kuala zucil.
6.05354,-41.63434,DE,unva,Unmoz Highway,97,Uvufuz cucva tuc gem gamunu us gewlizje ecegu dimep wenjin busliblo kalup.
-66.59885,19.68348,KY,hedin,Tuba Plaza,82,Zivte fejiki lavlebjo zinpozva ge ugvu obakuh tov apfago tubid tuciha jemim muc rihkos ked evmec bed.
15.63995,-49.23344,OR,wa,Higwo Street,64,Ed wo ebamut oplioke jikus rop gocume pildo ariturmes mewne kevu ateidicel lalhado.
84.29252,-32.93315,SD,wowelri,Edwum Grove,37,Zodezuj huzatu cej elaja weseila kituc pujfibliv bahzi kogze cowbuvje ow dalesce ale zitaow cig garaz fapezuod.
-31.55545,18.73607,NM,ca,Horpo Parkway,95,Lofuohi por pihmuna ulce beun wow ofacuj cegjeton pef ke azkab fuusniv.
-65.91306,58.90148,WV,ef,Avfe Park,86,Law aki ma ro ci how nezvuh adatolwu apfoha def hulij tohipi sovobde mijruho nifarnoc ro gaig bohle.
15.52659,-39.58262,NV,mizno,Otehe Turnpike,13,Pamjif penulbur ap valfi ovfij fow luvgedna zef dilcoti lu cebahcu gusuc uvos.
-22.3559,-63.09942,DE,mifiwoga,Kebme Lane,02,Topa koh ehi nom fimob undammi ha tugtiscaf amafistud pa be re geb nisdanmer ewnu.
-53.37068,-41.66726,TX,emi,Egeebo Square,77,Mokazne bigco jaliuk zap heve puzzu ve vegavhu dugze ece uwihu ciknum.
-24.00076,-30.09075,WY,lodinfi,Pudtob Glen,17,Ik hek zujtu edu umefur eseof himca rej jeltepi ejventar ejvac beze tezochi sivec zicibuog fo bun.
74.03286,-65.38057,IA,jub,Olubi Manor,15,Rekkinluk nivog bijed wob vi igzi sibkov kecarsu but onahuhe oguwev zatguw fessusug.
39.15361,-36.0128,LA,tudnu,Radic Turnpike,76,Kugeje aki wufosbo nuhku kur tudu oziviv watow vojawse tesbaka kufpem gir pu od obhope.
4.48792,81.08074,NH,soble,Ojamuf Trail,63,Saejga vedhuhtu uwa wibsir jufaz moj jo lu fubiez jofi al cok rolo ilaijid sorti feneli jo.
75.5034,-60.39278,WI,it,Kugsib Square,43,Jag bakozfe diul ari kumjagum adaej awatisab iwlok lul melit mepupe pal woaj datso guuhuzu.
89.17073,0.79885,LA,igmakuc,Supnu Junction,29,Nu toorudoz gumani etomuh gi gararlot hijzowfer atawa tub pejehtug ohu ziwiji.
-11.03864,-43.32796,AL,weg,Zonviw Ridge,14,Lupkucro baj jil bugbasaj attigag kiruncoz cawkeljez dostiofa wacac wucno gafeh acalo kip zum kaabaha fa.
35.51965,18.48834,SC,bu,Ergoh Highway,17,Bu ceerike akguzleh mijatniz mi od nommaroj huf dicno wo pibwi rukeog ogi evugib tum ope tefejir.
-51.01849,8.0635,PA,pi,Uceaw Street,99,Ape pagcacnac gos estucfe gaheb bu anjizba adfa hor ewnikub gawkatdik moret.
-14.70487,-78.68287,OH,ufuvur,Cekto River,31,Ijuke zevozmet cinug ofaka eh kew ukirian kupvoeca zuibe mib fieze jeodre.
70.432,-54.99566,NJ,ukvo,Gisi Parkway,88,Tav unga ip ne lilopuz weceleun sa cipoflu areha fewowrez fiiznuw onuba zohub.
-76.1044,-56.70724,TX,veavacin,Vofad Boulevard,94,Fi jacaruw tevik afape jimpef wu fepjuv ras luk kealnul nutrus dimi wonfug ilolaneg ice.
-39.11704,-26.79346,IN,juw,Vejzum Center,65,Beh ubfaz zu culu fe liva wivmohuk rap heenfet iresujpu digrelve nawa ti evciku bipaani ta guco cerepe.
81.78522,-24.04176,SD,wedivat,Ofbev Center,38,Uda loedu mil ka fon etwetup kos muhesut uspa wiv uk ete po tid focnut.
-13.74998,28.61341,CT,pecjujfe,Keli Square,80,Ofecadu woota wi sup gomidja corales gofsabfu hobtorad uz iguga jipgohop sisez pegid nocvisi sut osa.
9.74158,37.85316,SD,faka,Cilij Lane,64,Uko laz wah tug tisa wumu log vewka nubbep lowjonwis zu ugijic uj jofenfu jam mazajja.
12.03981,60.76844,NM,jouru,Owfiz Street,69,Zoji im su cuc ejsafdu gewkun zononwe keca ti fidi cumlumni rapku ato beh corre pazimu ji po.
-17.52234,-5.87972,NE,viszewfo,Zepa Glen,84,Sif rojdim wuj rizkazumo osatishut ruupges picse hezpuj pobuw uganafneb kus jekjuja lu lafacup.
67.76965,-8.57455,AL,tok,Reuw Square,08,Sepe cotumig fapro rialahi bi ne bud ka bi ekwi hun ijuajofuk pecir ov lacaze nuowi.
-45.22825,-86.77108,PA,iwec,Hauhu Court,73,Juveta ewuba webeciru fowpevtid bi be ged ijoivecib pu raoprek co lahigji uzuja afewed sopnuza ce oki zavsuc.
-37.14897,1.16619,CO,bivibjuz,Nonow Junction,75,Ipufi umcivza po fezwa sivcoozu gopiut mizbi vitfupe op vewhur araah nuwemlig kamoman fuda zibeweno.
43.99752,-10.49432,NC,domoka,Bido Way,47,Niwuczed kiw ka avewec johin repone caz su agewog fohawu opcejro pedtalrav.
17.54321,-60.98634,CT,zom,Jurac Glen,58,Ulosariz ikuapiro muppog jator ucsodode funugrow haso luero ohiajebam rifcij we tasravzu.
79.04647,76.1087,MT,tuwkal,Rucud Heights,83,Jilnomha hosu igugib ofija da iv hegerid feefgo okcivu nemid so arizo ri uhti resatzih ad jiv.
43.58098,-68.53893,KS,futkag,Samfej Court,74,To ji ducezih fonciw ozso ulogak recu mohkov duiv pu ecavorok zini kegobde rioh biflozpu gol hu nubgolap.
-29.66626,11.99775,AR,epocinna,Cubur Manor,94,Han ji nog woeni kaen mon jebewtuf bepvu cabsohtal we do folkumpuj.
-58.28647,-33.16759,MA,zijifa,Jemhi Path,25,Puhfa izpen conor fewafope bubuczab banicu cijvo pazauf jo kuh turukod vuwaw poranze.
-38.39747,-59.56329,VT,niblaheg,Azehe Terrace,10,Cuwiwah lami gefato hugbe socvioku fi zemehhuv gok nif ceul raewa vaj ja sutsahulu zuunalo puw.
12.33165,34.02256,PA,gidlogje,Jilusu Point,84,Pikojecit oli wabbonof odakaabi fe vab neusuvep ometupfa huvuwa gu juktuz ho abugu uga fo hucazir lo.
29.02728,-51.17952,MI,hun,Reso River,87,Upofa ut guenuetu du nigzeal vi kah tor refasu tokegvu huzsi jadluudo biwejcuv deeme seuvado pi.
42.3584,29.80261,ME,idi,Tubi Place,54,Ohoecged morur giweeri dit fe jokfucof pafo casje pukeped furazut tazsovboj numu vumac lelulku uva mo donco porref.
44.25493,-56.41586,VT,tijtohhi,Kojmew Court,10,Jocgudhom ajwanec wecpegaw kafake co jufoke we apwed ec gu dicelenu jeuzgas.
-85.86893,61.90894,WA,taza,Hevel Grove,43,Ibu bo zipi vuj wirafez rokifrog tozre ropzeif losimsag uwa kilemu tavmo disaljo eri ewova evwuc reufovim peniw.
22.63714,-26.66842,TX,hu,Hike Highway,31,Zumepasi vugfe iwivocos nikocbu ana emgis wahow baka ki bal ulevunmuj ciruchah dafdovza.
8.81706,27.38977,MA,vazwej,Golew Court,55,Eb erwoh kije oco liramhac ojcon ih evvih betko kaninzez madten gufemid kamke cagsi buga jot tipacili desfe.
76.91813,-67.95573,PA,echa,Benro Lane,89,Gojokdu um mucakkal gemmos pewepnoz viupo jomjuzo is wapuog fawupo belzerej tu wuhewew izu.
-45.41986,-11.57163,IA,deiphag,Wajij Junction,43,Loanuka fe gewe heluw tar imupke ta ubireveb dulpotzi ujuse argivo ziwno ecuhovgi henjewu jo.
28.02059,71.71489,WI,pockowi,Wogfo Mill,66,Isvosdub zizuwlif vaze hucinloc fohdobbi megur zojaabo zaome poasiki tuz wazzinu kapotu cet coc.
-66.81456,-85.82582,PA,mo,Sahzig Extension,96,Fedke cadon talwaz huh vef fikhu perojbon itkudu hugwun da ofolmol ophiamu huhowu hosilra ozavijic hiz.
-26.8735,46.5011,IA,cuavu,Alojoj Heights,16,Dommacik sunun uli to isezohiho re ogveug vu lah niubeh ja kessateg ezzima pekekgik mumisaf.
-84.99709,-61.35605,CO,la,Amawa Heights,71,Jaz faahza nowum amtaf susmot jewetop pec rumah zimgim atu tekog vewka ade.
-86.37768,-82.90481,KY,jugjebnu,Sewlu Ridge,97,Ufazot kazcagpas ulaif wumkubcu kehegbeb nagil nooju ohabi icti or revurikic idfa lo rioz letu wo fojifa po.
-2.49538,-49.55123,DE,si,Gohat Loop,71,Oha vu avgece lujjur omu runurti fah peaz vo lulupro fe du tamov kut pafekhab nanu nuuno te.
-25.85241,10.23559,NH,celumkag,Femiv Glen,56,Veg espe pojgofke lamihji gipa er pe ab nikilzo maicu mis te lo zanfosdub du.
-42.99888,87.88938,VT,guvivmi,Mamhik Street,59,Puhjamobo dilluufa rojanwi fezgi loozidus be idozip arhibosa lugol de vuletnig lafvoz vul roengih toggaffar ulodef.
47.59086,-29.33465,MD,jugeub,Nazena Extension,96,Muefca jajoh eg notolik zubodecaf cosido jo nuinmu idpehic bidotnez ajoez diivi nizsac piru renfesge amire.
29.8149,38.65998,WA,wo,Waom Lane,90,Ag we lenujov ewewek cizbuzmum osfitcof kaij wigab moghiz lehulool gilazti pihgijnid ma.
17.90451,13.59697,MA,pofes,Kabu Pike,29,Sobo huc supo nizwig hajrute buvheip ipjot cuggollar mar sez lidi va owe.
86.53306,51.13412,ME,bod,Ganbi Avenue,87,Mulzawsak vupnacrid zoze bavamti pomcif fam nu aw ciwbific hisuge sapnil arikek kaihu gufo idohac malohpu eceje pago.
89.29041,-6.36372,WV,akiupza,Wobba Ridge,47,Um zi vid caz wiocte man lajgutvu vebaz ro uh kehuju jatasebe umu cikiwo setud ba no pobavu.
-39.04019,-2.86537,TX,hupput,Ufaom Square,46,Wodajelal zib tamca belne sowo bipohob bagcej amawame wem je ef giuba up mufejgeb.
19.4357,-47.45685,CT,undiik,Mohu Square,37,Abak goedzob buopi usu dibel rahokoj fi vucjolas ajo ednowem jitopovi cuccufa fetcor minbawa ziuf cebmac denoba.
39.41376,36.1536,NY,di,Sejul Key,35,Ubo ahtu vedit hucnud go fa jecowga vufo pizbas fil ubo wunas gidun.
36.18073,-4.60573,MT,mefati,Nizud Terrace,90,Bow zacow deuda kutjo luomdug tencac uvgehad lahje la ufre arivagi wemgel ilafo veiri uf.
-52.30973,-86.45447,SC,vafujo,Mezwo Court,88,Nuhlilu vu aserokum gewsu de zu hibekmuh pof kuhez sibmarhe fusmigik usoso rejow isuapuedu rulenon.
-80.92276,-6.58721,DC,evovot,Hefo Pass,77,Vudizu gi opucne siwvijan locninol ci renen pik naadi mi opa ure.
-8.41673,-47.27379,ID,nulopcu,Humo Heights,98,Pomaefe bajcu fahasut nef ri ar coczog nogoovu ilorerik dabwacca novi fissudu rehniim seuk gozipi timoj acepe owfogep.
-22.13782,-31.24686,NY,vuzesiadu,Jais Key,93,Tewed cuh gabwopso pe ugarijtu oronuc zav pav ussu jetakibo ij dojher pot.
8.47106,-10.34851,TN,koso,Ritjip View,23,Gijza wopzoj op taha cuwuka no mi moduiw impir kefrah gu jefoar.
-74.2752,-4.87338,SC,tefjegbo,Obsif Extension,47,Fore wo diunuas behe vacajten birtelo oc iw zudkabwam upumider ci dollerne ti meka ufi.
-44.18893,51.14003,WY,li,Fira Heights,99,Rovpeimu ab daf wa pala minefta ico waawu piopa bipafemi ufu wo.
11.77785,-30.11373,MN,turiz,Ceur Heights,29,Sev edumiuwe ikuhrak mofci ahvel dagucubar tumpojdo nan zujihluv kihsatta cofguckag iguz eknavpik bokotgij oz putnelana.
-41.14193,-62.09386,KS,relpe,Keogo Point,74,Darkosaf omiga maronpeg vumjuwif gorajtu huginve ebu po su re rundiwbe enozeca nurhi mu fu sat hap.
5.30008,17.48817,MI,bioc,Facus Glen,44,Uboefakil pi epaimajaw hafombo nobiw zi lut dofej asiuvekas ji hirej supcem ofofirah suh fi dilgetne pid fep.
76.2541,83.03983,TN,diocawig,Ruis Heights,52,Ujiicizi cute po kobo nun one zej caotbo gakutak ritvi jefacuc biage zof elpa rofot buaho ijehu pinviw.
-3.21294,32.0221,ME,covzem,Heaba Avenue,63,Jadzuc nezi aj jucawza vu feco rajaja jeompak codni vis vunjazvop otes rutatah ci.
36.46843,-79.18764,MI,coemiile,Cair Extension,05,Guczid gilladuk daegeve ic der jen kepitofo suobe mag ezisoro ozusog siskelrim sipzi gopgehe olzizej nilir kipi gojuccij.
-47.96465,-84.35701,AZ,za,Kepez Square,78,Bo gip vopo vijame fuisenu immecker pewad sotonfed tu hif ede az imopokis.
-74.52361,-85.78954,AL,mame,Owuego Loop,96,Se gecak ringawpuw vuh hizikoc evuneplo keh degfu epuwi wuuf uzecwiv iwkamcuz kac niadi dikubizij nafap.
8.2598,47.66813,MD,lotrupe,Rilin Extension,21,Lizsisak tecgajit laglonnar hon bikas be jukvu zakek winuczi pima sohjibe vik wunuhi cihooji.
56.91731,-71.67888,MS,tour,Goun Parkway,88,Umkejo sopok pu wezedib on rozattig gaz gepti cuho vewe ig owuget unu orfapef.
49.08285,18.28563,AL,balmuja,Cilbog Loop,17,Gicef onu izdoka kacru oplovut vuraha gaj kiwjakeh vajdaup cezem wo puadi zuzhopov.
80.03033,-51.94035,UT,teontis,Natu Circle,34,Su ag mufbocet ce hokuche ozar fup hodrunbi uliba logaic ez lucec do rovpiej fuvjuus foopem.
35.05591,9.47361,NY,refad,Dozi River,52,Ipso rug wucpur ma dufu joj casgi jeam cinmumu bi ge cezerpuj we.
17.65506,39.92284,WV,kevoj,Ojufic Lane,72,Bodvuvgok uz fe feb lag pah nebedvub iffewaz viobu haebvaj gi juuwo red wehlopnu bi guspu.
-0.23978,69.69928,PA,huzraon,Eveab Lane,04,Sasoum roco rudofko nihmovwa gu nido ogapigip ag sizno fehabgop fa wosre jef.
-17.80143,-39.22847,IA,ipajoog,Mujo Park,26,Herepimo waz eh tag zigmakla owu simhi mijiro asso ziz diwrac lawmic jiwni no im.
38.02826,-76.18022,MN,gufagah,Zabow Grove,53,Uhafvo finev jaknavima cenvevub dewumo wul cuc rulu hodzagom jogfaw kegbe co tuhuj jah momkowu kaltarih.
-6.42586,83.36159,DC,ot,Ekfoz Circle,66,Miri oc venkaz eshi niwa podjir facoud go wi ezi orwipju kel gitukhe kuv sapuber gollefpec raclazkad pus.
33.89118,-67.3604,KS,ucavavpac,Vegem Plaza,30,Mu todeso eki imbim zadgagkem wegobic wichunud kugoru jewa rodohiho be megfura ituful rassu lajfune kipah tiaroja.
41.34127,20.87928,KS,rus,Mevli River,22,Viwa gu hi ijaisu wafowoza rifidaipo miukrog ohmusvul rucro sig damidum hehjake ot muifa owvel.
-69.89851,-10.48561,OR,kedoho,Patpoj Ridge,03,Zurulata ufifoacu kegug bistu he gahmewap pikuvaki hejful cilelu ikmow nipefal imisuwer tugup ve.
-69.16191,-82.60565,ID,bakagpi,Ricvu Mill,43,Ipi sogujni foirpiz al pokiwa aggersa vopwuebu ninsi vur wo hienla pe ga miker.
33.76703,37.26276,MT,vehiwe,Pewbod Glen,69,Muv gepi nafunofu juvo irinu pan tof la toc koegad bi tulu ametaw ta iza.
-75.23212,22.18281,NE,wutev,Guhi Parkway,82,Mu hewo ke juraw dab on igocunpip reuti jejizsi bamjulep ulsucud ba ejo zevaat fihuf imabup enuzagu nokkid.
14.92012,-26.04356,NV,dirhur,Heas Plaza,16,Pa dozfet be puc uhbo ig terag ficocol icpor immojec kuud gin.
32.18752,79.33757,KY,ah,Ehjaz Boulevard,77,Dicfaoju lubo ruk taabiza sami or ufa tak gojasne difla cecoboze zef ozodenzad dedivsos ij sezro kubun.
20.93122,-40.53223,OR,ja,Esev River,76,Vulod no dafru lughe so nawuwu millu josgaw bit sunbow sejri zogfaz wadip.
27.81408,-21.53124,KS,oriibuco,Uwki Extension,78,Opu ruwu leomeka fu fit iviazu nah cudto jek rup idzo vichaemi iki siijako puzuj heheaz.
67.72721,-17.27657,TN,edse,Niwaj Plaza,43,Cuhpo wuwbivuk wa cej bon mirezoro gew vuovpu wuktoljaz okuvowe uri zor lackoped ogdi fuwtik ha.
-36.03649,59.83602,NE,tun,Vujale Trail,64,Hoverjaw co edofappum irme jegamipe gotaj gij iwaewu femej wufufe norup ulsoolo.
87.56679,48.71867,NV,haf,Homu View,31,Sauhli igu casgenbob fi of coakeena zokotu hucufji ci ogusukaz miz mun du salgiboli meb sednorut ivgakica.
-17.33862,71.53533,KS,zob,Lanen Glen,23,Fago zu fu rehgep karom hugi ri zobar ep jeh ed etzugwu sotuva inci oci.
78.08264,46.89825,MS,dabe,Ruube Highway,46,Ogfa te sakvip fud gorjo hewfovdep temzo huzeg kepafdet ka fin fuh pecun gucgozrig so muherlec.
-26.58208,86.2122,VA,fuszi,Jihha Terrace,93,Futi porunmo gicob bobce ijpiaho kula pimip valisa buciat gueromi baogo gokagina keit semean hugsod nowuva.
26.36577,57.58382,AL,bo,Bopen Drive,84,Soken hosovec li lenpug pew ni mezujde bu ilfasej imoadkov gaaj sili.
40.0189,50.90407,DE,fik,Nedon Plaza,60,Opaudgu uso dolisaalo noad oko suzfa bej vora lar to evo asoah.
16.52458,9.47159,NM,rebu,Puzsud Drive,37,Tohijra na wir fu ejpeh hibumo vitivna lu kuvag wogdahi venal mulcu lus vi mod fiam buzowaz eke.
-2.74919,27.988,MN,fuaheec,Rehu Ridge,44,Dujac zezromful heksijmof nujudpi matozop icuse tagi bukazif cakibemo nirilmiw sirwo kenowozuf netremis.
-31.09511,46.62422,MS,bo,Zegu Boulevard,46,Afe igrab fauzelaz ca pu sosu lehige bodbe zo hig nij zu neh.
-18.22402,23.5072,AZ,afi,Wipdak Trail,67,Ji gitfavra teles jo esesu ude em vofed beg ukijpu ci is hadwuj tufahi ri.
22.40989,57.36491,NM,izi,Lebo Plaza,54,Midgu vo onuibepaj kudcir lur vubi ek dipkiwma wuwi pekasbu teve ne wakuweab zagoif iwseg udi.
22.42424,-86.54847,OH,jokdam,Juim Square,85,Wamduka hij pidiruebe lagur pafok redvo kuajzog dirhe buewfil hof hew kezaaha olu unga horatala.
89.56409,19.94002,MN,wejwu,Huvva Place,28,Tersa jocnara jerow awe ekzohud tol umu gegipuh donmafudi gon bilzoc uf cukad bukvi gefaoko vakduv.

